order_id,material_id,item_id,source,destination,available_time,deadline,danger_type,area,weight,order_size
ORD009099,PROD011,ITEM009099,Indore_Facility,Pune_Facility,2025-11-17 21:20:58,2025-11-20 01:20:58,Normal,0.11,0.79,large
ORD009100,PROD014,ITEM009100,Mumbai_Warehouse,Lucknow_Center,2025-10-18 21:20:58,2025-10-21 20:20:58,Normal,0.13,0.75,medium
ORD009101,PROD006,ITEM009101,Mumbai_Warehouse,Ahmedabad_DC,2025-10-16 21:20:58,2025-10-22 16:20:58,Fragile,0.47,1.61,small
ORD009102,PROD011,ITEM009102,Mumbai_Warehouse,Bangalore_Hub,2025-10-02 21:20:58,2025-10-07 14:20:58,Normal,0.68,1.42,medium
ORD009103,PROD008,ITEM009103,Chennai_Distribution,Chandigarh_Facility,2025-09-18 21:20:58,2025-09-25 12:20:58,Hazardous,1.8,3.89,small
ORD009104,PROD010,ITEM009104,Hyderabad_WH,Amritsar_DC,2025-09-29 21:20:58,2025-10-03 16:20:58,Hazardous,1.05,6.89,medium
ORD009105,PROD005,ITEM009105,Pune_Facility,Ahmedabad_DC,2025-10-10 21:20:58,2025-10-13 16:20:58,Normal,0.16,0.89,large
ORD009106,PROD004,ITEM009106,Hyderabad_WH,Kanpur_WH,2025-09-28 21:20:58,2025-09-29 22:20:58,Fragile,0.08,0.26,large
ORD009107,PROD004,ITEM009107,Ahmedabad_DC,Mumbai_Warehouse,2025-10-23 21:20:58,2025-10-25 15:20:58,Perishable,0.05,0.33,medium
ORD009108,PROD015,ITEM009108,Chandigarh_Facility,Mumbai_Warehouse,2025-11-01 21:20:58,2025-11-08 00:20:58,Fragile,0.18,0.86,medium
ORD009109,PROD002,ITEM009109,Mumbai_Warehouse,Ranchi_Distribution,2025-11-10 21:20:58,2025-11-12 04:20:58,Normal,1.81,6.5,large
ORD009110,PROD007,ITEM009110,Ranchi_Distribution,Vadodara_Center,2025-09-26 21:20:58,2025-10-01 22:20:58,Fragile,1.89,8.51,small
ORD009111,PROD012,ITEM009111,Lucknow_Center,Pune_Facility,2025-11-02 21:20:58,2025-11-07 14:20:58,Fragile,0.75,2.63,medium
ORD009112,PROD013,ITEM009112,Surat_Hub,Delhi_DC,2025-11-13 21:20:58,2025-11-15 15:20:58,Fragile,2.55,5.31,small
ORD009113,PROD014,ITEM009113,Pune_Facility,Bhopal_DC,2025-11-12 21:20:58,2025-11-16 01:20:58,Normal,0.43,1.48,medium
ORD009114,PROD006,ITEM009114,Bhopal_DC,Mumbai_Warehouse,2025-11-14 21:20:58,2025-11-18 05:20:58,Normal,0.26,0.66,medium
ORD009115,PROD004,ITEM009115,Chennai_Distribution,Bhopal_DC,2025-09-27 21:20:58,2025-10-03 23:20:58,Hazardous,0.26,0.57,medium
ORD009116,PROD007,ITEM009116,Surat_Hub,Ahmedabad_DC,2025-09-27 21:20:58,2025-09-30 16:20:58,Fragile,3.02,6.89,small
ORD009117,PROD013,ITEM009117,Jaipur_Hub,Kolkata_Center,2025-10-21 21:20:58,2025-10-22 21:20:58,Fragile,1.2,2.77,small
ORD009118,PROD015,ITEM009118,Indore_Facility,Kolkata_Center,2025-10-20 21:20:58,2025-10-23 07:20:58,Fragile,0.18,0.63,small
ORD009119,PROD012,ITEM009119,Amritsar_DC,Lucknow_Center,2025-11-17 21:20:58,2025-11-19 01:20:58,Normal,0.7,2.36,small
ORD009120,PROD010,ITEM009120,Mumbai_Warehouse,Pune_Facility,2025-11-02 21:20:58,2025-11-06 16:20:58,Perishable,7.81,23.68,large
ORD009121,PROD008,ITEM009121,Nagpur_Distribution,Surat_Hub,2025-09-24 21:20:58,2025-10-01 19:20:58,Hazardous,0.93,3.84,medium
ORD009122,PROD011,ITEM009122,Nagpur_Distribution,Ranchi_Distribution,2025-11-12 21:20:58,2025-11-18 14:20:58,Fragile,0.15,0.33,small
ORD009123,PROD003,ITEM009123,Hyderabad_WH,Amritsar_DC,2025-09-28 21:20:58,2025-10-05 20:20:58,Normal,0.17,0.98,small
ORD009124,PROD005,ITEM009124,Pune_Facility,Chandigarh_Facility,2025-10-01 21:20:58,2025-10-05 01:20:58,Fragile,0.06,0.42,small
ORD009125,PROD011,ITEM009125,Delhi_DC,Bangalore_Hub,2025-11-14 21:20:58,2025-11-18 23:20:58,Perishable,0.19,1.16,medium
ORD009126,PROD001,ITEM009126,Mumbai_Warehouse,Ahmedabad_DC,2025-09-30 21:20:58,2025-10-03 06:20:58,Hazardous,0.37,1.0,large
ORD009127,PROD011,ITEM009127,Patna_WH,Vadodara_Center,2025-11-06 21:20:58,2025-11-08 03:20:58,Fragile,0.19,0.46,medium
ORD009128,PROD014,ITEM009128,Delhi_DC,Mumbai_Warehouse,2025-10-04 21:20:58,2025-10-07 17:20:58,Normal,0.34,1.31,small
ORD009129,PROD001,ITEM009129,Patna_WH,Bhopal_DC,2025-10-21 21:20:58,2025-10-24 14:20:58,Hazardous,0.19,0.53,small
ORD009130,PROD008,ITEM009130,Ahmedabad_DC,Ranchi_Distribution,2025-10-30 21:20:58,2025-11-04 02:20:58,Hazardous,0.95,2.16,small
ORD009131,PROD010,ITEM009131,Ahmedabad_DC,Indore_Facility,2025-10-22 21:20:58,2025-10-25 06:20:58,Normal,6.07,22.88,small
ORD009132,PROD007,ITEM009132,Chandigarh_Facility,Vadodara_Center,2025-09-30 21:20:58,2025-10-04 07:20:58,Fragile,5.0,14.13,medium
ORD009133,PROD010,ITEM009133,Surat_Hub,Ahmedabad_DC,2025-10-20 21:20:58,2025-10-25 23:20:58,Normal,5.6,13.72,large
ORD009134,PROD002,ITEM009134,Ahmedabad_DC,Amritsar_DC,2025-10-31 21:20:58,2025-11-03 10:20:58,Hazardous,1.29,6.71,medium
ORD009135,PROD002,ITEM009135,Indore_Facility,Lucknow_Center,2025-09-28 21:20:58,2025-10-03 04:20:58,Normal,1.22,2.8,small
ORD009136,PROD009,ITEM009136,Ahmedabad_DC,Amritsar_DC,2025-10-13 21:20:58,2025-10-19 21:20:58,Hazardous,7.53,33.71,large
ORD009137,PROD012,ITEM009137,Ahmedabad_DC,Pune_Facility,2025-09-20 21:20:58,2025-09-26 19:20:58,Fragile,0.43,0.91,medium
ORD009138,PROD001,ITEM009138,Ranchi_Distribution,Lucknow_Center,2025-09-28 21:20:58,2025-10-05 14:20:58,Hazardous,0.35,1.12,large
ORD009139,PROD009,ITEM009139,Bhopal_DC,Ahmedabad_DC,2025-11-17 21:20:58,2025-11-20 19:20:58,Normal,13.24,32.2,small
ORD009140,PROD001,ITEM009140,Kolkata_Center,Delhi_DC,2025-09-26 21:20:58,2025-09-30 22:20:58,Hazardous,0.27,1.05,large
ORD009141,PROD006,ITEM009141,Bangalore_Hub,Indore_Facility,2025-10-12 21:20:58,2025-10-18 04:20:58,Fragile,0.32,0.69,small
ORD009142,PROD009,ITEM009142,Kolkata_Center,Chennai_Distribution,2025-10-19 21:20:58,2025-10-21 00:20:58,Hazardous,4.06,16.46,small
ORD009143,PROD011,ITEM009143,Hyderabad_WH,Jaipur_Hub,2025-09-24 21:20:58,2025-09-29 17:20:58,Normal,0.11,1.02,large
ORD009144,PROD009,ITEM009144,Bhopal_DC,Amritsar_DC,2025-10-04 21:20:58,2025-10-06 08:20:58,Hazardous,13.29,41.45,small
ORD009145,PROD011,ITEM009145,Indore_Facility,Pune_Facility,2025-10-03 21:20:58,2025-10-08 23:20:58,Hazardous,0.21,1.33,large
ORD009146,PROD007,ITEM009146,Bhopal_DC,Hyderabad_WH,2025-10-27 21:20:58,2025-11-01 18:20:58,Perishable,1.88,7.64,medium
ORD009147,PROD006,ITEM009147,Kolkata_Center,Jaipur_Hub,2025-10-06 21:20:58,2025-10-11 13:20:58,Perishable,0.77,1.58,small
ORD009148,PROD005,ITEM009148,Jaipur_Hub,Chandigarh_Facility,2025-10-19 21:20:58,2025-10-22 20:20:58,Hazardous,0.31,0.67,large
ORD009149,PROD002,ITEM009149,Jaipur_Hub,Bhopal_DC,2025-10-20 21:20:58,2025-10-24 06:20:58,Hazardous,0.84,3.22,medium
ORD009150,PROD012,ITEM009150,Lucknow_Center,Patna_WH,2025-10-05 21:20:58,2025-10-06 21:20:58,Normal,0.71,1.87,medium
ORD009151,PROD011,ITEM009151,Amritsar_DC,Bangalore_Hub,2025-11-07 21:20:58,2025-11-12 23:20:58,Normal,0.1,0.29,medium
ORD009152,PROD013,ITEM009152,Mumbai_Warehouse,Vadodara_Center,2025-11-13 21:20:58,2025-11-16 00:20:58,Normal,0.81,1.69,large
ORD009153,PROD003,ITEM009153,Kolkata_Center,Ahmedabad_DC,2025-09-18 21:20:58,2025-09-23 16:20:58,Normal,0.53,1.75,large
ORD009154,PROD009,ITEM009154,Delhi_DC,Chandigarh_Facility,2025-09-19 21:20:58,2025-09-21 22:20:58,Hazardous,4.0,18.17,large
ORD009155,PROD005,ITEM009155,Indore_Facility,Kanpur_WH,2025-11-13 21:20:58,2025-11-15 14:20:58,Fragile,0.19,0.38,small
ORD009156,PROD001,ITEM009156,Amritsar_DC,Bhopal_DC,2025-10-21 21:20:58,2025-10-23 18:20:58,Normal,0.18,0.56,large
ORD009157,PROD012,ITEM009157,Vadodara_Center,Hyderabad_WH,2025-09-29 21:20:58,2025-10-04 05:20:58,Perishable,1.15,3.07,large
ORD009158,PROD009,ITEM009158,Bhopal_DC,Vadodara_Center,2025-09-24 21:20:58,2025-09-27 09:20:58,Perishable,7.06,15.45,large
ORD009159,PROD007,ITEM009159,Vadodara_Center,Kanpur_WH,2025-10-02 21:20:58,2025-10-08 17:20:58,Perishable,1.9,7.65,medium
ORD009160,PROD009,ITEM009160,Ahmedabad_DC,Vadodara_Center,2025-10-18 21:20:58,2025-10-25 12:20:58,Normal,6.92,20.61,medium
ORD009161,PROD010,ITEM009161,Bangalore_Hub,Ranchi_Distribution,2025-09-21 21:20:58,2025-09-28 00:20:58,Normal,3.81,17.91,large
ORD009162,PROD001,ITEM009162,Patna_WH,Surat_Hub,2025-09-19 21:20:58,2025-09-25 11:20:58,Perishable,0.15,0.5,large
ORD009163,PROD003,ITEM009163,Jaipur_Hub,Vadodara_Center,2025-10-03 21:20:58,2025-10-09 06:20:58,Fragile,0.54,1.94,small
ORD009164,PROD002,ITEM009164,Indore_Facility,Ranchi_Distribution,2025-11-03 21:20:58,2025-11-09 07:20:58,Fragile,0.8,1.66,large
ORD009165,PROD001,ITEM009165,Indore_Facility,Lucknow_Center,2025-10-18 21:20:58,2025-10-24 01:20:58,Fragile,0.16,0.42,large
ORD009166,PROD014,ITEM009166,Ranchi_Distribution,Kolkata_Center,2025-10-03 21:20:58,2025-10-05 04:20:58,Hazardous,0.6,1.7,large
ORD009167,PROD003,ITEM009167,Amritsar_DC,Bhopal_DC,2025-10-01 21:20:58,2025-10-05 20:20:58,Hazardous,0.12,0.58,small
ORD009168,PROD012,ITEM009168,Kanpur_WH,Chennai_Distribution,2025-11-09 21:20:58,2025-11-13 10:20:58,Normal,0.34,2.63,large
ORD009169,PROD002,ITEM009169,Jaipur_Hub,Hyderabad_WH,2025-09-27 21:20:58,2025-10-02 14:20:58,Hazardous,1.07,4.5,medium
ORD009170,PROD004,ITEM009170,Chennai_Distribution,Lucknow_Center,2025-10-29 21:20:58,2025-11-02 04:20:58,Normal,0.09,0.56,small
ORD009171,PROD011,ITEM009171,Patna_WH,Indore_Facility,2025-10-10 21:20:58,2025-10-13 05:20:58,Fragile,0.35,1.47,small
ORD009172,PROD006,ITEM009172,Jaipur_Hub,Bangalore_Hub,2025-10-11 21:20:58,2025-10-16 02:20:58,Fragile,0.5,1.43,large
ORD009173,PROD005,ITEM009173,Ranchi_Distribution,Pune_Facility,2025-10-11 21:20:58,2025-10-15 21:20:58,Perishable,0.07,0.35,small
ORD009174,PROD001,ITEM009174,Delhi_DC,Surat_Hub,2025-10-20 21:20:58,2025-10-27 00:20:58,Perishable,0.38,1.06,medium
ORD009175,PROD003,ITEM009175,Indore_Facility,Lucknow_Center,2025-11-03 21:20:58,2025-11-09 02:20:58,Normal,0.34,2.4,large
ORD009176,PROD005,ITEM009176,Ahmedabad_DC,Kolkata_Center,2025-11-06 21:20:58,2025-11-09 19:20:58,Perishable,0.05,0.43,medium
ORD009177,PROD013,ITEM009177,Chandigarh_Facility,Kolkata_Center,2025-10-04 21:20:58,2025-10-06 17:20:58,Normal,1.23,8.69,small
ORD009178,PROD005,ITEM009178,Nagpur_Distribution,Hyderabad_WH,2025-10-28 21:20:58,2025-11-03 01:20:58,Perishable,0.02,0.21,small
ORD009179,PROD003,ITEM009179,Chennai_Distribution,Patna_WH,2025-09-25 21:20:58,2025-09-27 06:20:58,Fragile,0.48,1.53,small
ORD009180,PROD011,ITEM009180,Surat_Hub,Delhi_DC,2025-09-21 21:20:58,2025-09-25 18:20:58,Normal,0.07,0.5,small
ORD009181,PROD002,ITEM009181,Bangalore_Hub,Patna_WH,2025-10-18 21:20:58,2025-10-25 10:20:58,Perishable,2.46,6.34,medium
ORD009182,PROD007,ITEM009182,Bangalore_Hub,Indore_Facility,2025-11-02 21:20:58,2025-11-08 09:20:58,Perishable,4.54,9.44,medium
ORD009183,PROD005,ITEM009183,Kanpur_WH,Mumbai_Warehouse,2025-09-30 21:20:58,2025-10-05 07:20:58,Perishable,0.15,0.58,large
ORD009184,PROD006,ITEM009184,Hyderabad_WH,Ranchi_Distribution,2025-11-03 21:20:58,2025-11-08 23:20:58,Perishable,0.72,1.79,large
ORD009185,PROD009,ITEM009185,Lucknow_Center,Hyderabad_WH,2025-10-08 21:20:58,2025-10-10 14:20:58,Normal,13.21,27.32,medium
ORD009186,PROD015,ITEM009186,Bangalore_Hub,Ahmedabad_DC,2025-10-03 21:20:58,2025-10-09 06:20:58,Normal,0.13,0.33,small
ORD009187,PROD002,ITEM009187,Ahmedabad_DC,Jaipur_Hub,2025-11-12 21:20:58,2025-11-15 09:20:58,Perishable,1.64,5.54,small
ORD009188,PROD005,ITEM009188,Lucknow_Center,Nagpur_Distribution,2025-10-18 21:20:58,2025-10-25 12:20:58,Normal,0.18,0.99,large
ORD009189,PROD008,ITEM009189,Jaipur_Hub,Amritsar_DC,2025-10-10 21:20:58,2025-10-12 19:20:58,Fragile,0.13,1.09,small
ORD009190,PROD010,ITEM009190,Vadodara_Center,Amritsar_DC,2025-11-10 21:20:58,2025-11-16 04:20:58,Normal,1.66,5.42,large
ORD009191,PROD007,ITEM009191,Hyderabad_WH,Vadodara_Center,2025-10-20 21:20:58,2025-10-22 10:20:58,Fragile,2.49,12.26,small
ORD009192,PROD008,ITEM009192,Mumbai_Warehouse,Nagpur_Distribution,2025-10-20 21:20:58,2025-10-26 09:20:58,Normal,1.88,5.22,medium
ORD009193,PROD012,ITEM009193,Indore_Facility,Amritsar_DC,2025-11-08 21:20:58,2025-11-14 01:20:58,Perishable,0.16,0.67,small
ORD009194,PROD008,ITEM009194,Pune_Facility,Indore_Facility,2025-10-31 21:20:58,2025-11-02 06:20:58,Hazardous,1.53,5.08,large
ORD009195,PROD005,ITEM009195,Chennai_Distribution,Vadodara_Center,2025-11-01 21:20:58,2025-11-06 01:20:58,Fragile,0.06,0.49,large
ORD009196,PROD011,ITEM009196,Kanpur_WH,Chandigarh_Facility,2025-11-06 21:20:58,2025-11-10 11:20:58,Perishable,0.29,1.22,small
ORD009197,PROD004,ITEM009197,Ahmedabad_DC,Vadodara_Center,2025-11-02 21:20:58,2025-11-09 14:20:58,Normal,0.36,0.72,medium
ORD009198,PROD010,ITEM009198,Vadodara_Center,Patna_WH,2025-10-10 21:20:58,2025-10-17 08:20:58,Normal,3.25,15.28,small
ORD009199,PROD007,ITEM009199,Delhi_DC,Mumbai_Warehouse,2025-11-04 21:20:58,2025-11-07 00:20:58,Hazardous,1.21,2.53,large
ORD009200,PROD013,ITEM009200,Mumbai_Warehouse,Vadodara_Center,2025-10-23 21:20:58,2025-10-26 04:20:58,Perishable,1.26,3.41,large
ORD009201,PROD002,ITEM009201,Patna_WH,Surat_Hub,2025-09-23 21:20:58,2025-09-29 12:20:58,Fragile,1.46,4.98,small
ORD009202,PROD013,ITEM009202,Ranchi_Distribution,Kolkata_Center,2025-11-11 21:20:58,2025-11-13 11:20:58,Normal,0.73,6.0,large
ORD009203,PROD010,ITEM009203,Chennai_Distribution,Lucknow_Center,2025-10-02 21:20:58,2025-10-09 11:20:58,Hazardous,2.35,16.03,medium
ORD009204,PROD015,ITEM009204,Mumbai_Warehouse,Amritsar_DC,2025-10-16 21:20:58,2025-10-20 20:20:58,Fragile,0.09,0.5,large
ORD009205,PROD015,ITEM009205,Indore_Facility,Jaipur_Hub,2025-10-23 21:20:58,2025-10-24 23:20:58,Normal,0.17,0.62,small
ORD009206,PROD001,ITEM009206,Amritsar_DC,Bhopal_DC,2025-11-03 21:20:58,2025-11-07 08:20:58,Fragile,0.15,0.9,small
ORD009207,PROD003,ITEM009207,Ranchi_Distribution,Hyderabad_WH,2025-11-02 21:20:58,2025-11-07 20:20:58,Perishable,0.19,0.82,large
ORD009208,PROD012,ITEM009208,Kolkata_Center,Vadodara_Center,2025-11-15 21:20:58,2025-11-20 10:20:58,Normal,0.98,2.44,medium
ORD009209,PROD014,ITEM009209,Bangalore_Hub,Chandigarh_Facility,2025-09-20 21:20:58,2025-09-27 14:20:58,Perishable,0.19,1.61,large
ORD009210,PROD008,ITEM009210,Nagpur_Distribution,Vadodara_Center,2025-10-23 21:20:58,2025-10-30 01:20:58,Perishable,2.33,5.71,medium
ORD009211,PROD014,ITEM009211,Chennai_Distribution,Ahmedabad_DC,2025-11-17 21:20:58,2025-11-24 08:20:58,Fragile,0.88,2.07,large
ORD009212,PROD003,ITEM009212,Amritsar_DC,Vadodara_Center,2025-11-17 21:20:58,2025-11-19 07:20:58,Hazardous,0.32,1.18,small
ORD009213,PROD010,ITEM009213,Bhopal_DC,Ranchi_Distribution,2025-10-14 21:20:58,2025-10-19 21:20:58,Fragile,2.48,11.08,large
ORD009214,PROD014,ITEM009214,Indore_Facility,Vadodara_Center,2025-09-26 21:20:58,2025-09-28 01:20:58,Perishable,0.2,1.58,large
ORD009215,PROD001,ITEM009215,Nagpur_Distribution,Mumbai_Warehouse,2025-11-04 21:20:58,2025-11-11 11:20:58,Normal,0.14,0.35,medium
ORD009216,PROD015,ITEM009216,Jaipur_Hub,Pune_Facility,2025-10-13 21:20:58,2025-10-20 15:20:58,Normal,0.04,0.15,small
ORD009217,PROD001,ITEM009217,Nagpur_Distribution,Mumbai_Warehouse,2025-09-30 21:20:58,2025-10-05 17:20:58,Fragile,0.21,1.12,large
ORD009218,PROD006,ITEM009218,Lucknow_Center,Chandigarh_Facility,2025-10-07 21:20:58,2025-10-14 19:20:58,Perishable,0.13,0.74,medium
ORD009219,PROD015,ITEM009219,Bangalore_Hub,Lucknow_Center,2025-09-20 21:20:58,2025-09-22 13:20:58,Hazardous,0.25,0.9,large
ORD009220,PROD007,ITEM009220,Pune_Facility,Vadodara_Center,2025-11-16 21:20:58,2025-11-18 22:20:58,Fragile,4.85,12.18,small
ORD009221,PROD011,ITEM009221,Nagpur_Distribution,Patna_WH,2025-10-12 21:20:58,2025-10-19 07:20:58,Hazardous,0.71,1.46,medium
ORD009222,PROD003,ITEM009222,Ahmedabad_DC,Indore_Facility,2025-11-01 21:20:58,2025-11-07 05:20:58,Perishable,0.65,1.92,large
ORD009223,PROD013,ITEM009223,Delhi_DC,Lucknow_Center,2025-10-03 21:20:58,2025-10-06 20:20:58,Hazardous,1.87,3.96,small
ORD009224,PROD010,ITEM009224,Mumbai_Warehouse,Chennai_Distribution,2025-09-19 21:20:58,2025-09-23 10:20:58,Normal,9.37,22.42,large
ORD009225,PROD004,ITEM009225,Patna_WH,Lucknow_Center,2025-10-03 21:20:58,2025-10-06 20:20:58,Perishable,0.18,0.36,medium
ORD009226,PROD005,ITEM009226,Lucknow_Center,Ahmedabad_DC,2025-10-07 21:20:58,2025-10-10 19:20:58,Fragile,0.12,0.51,small
ORD009227,PROD007,ITEM009227,Kolkata_Center,Chandigarh_Facility,2025-09-30 21:20:58,2025-10-05 10:20:58,Fragile,1.74,4.28,small
ORD009228,PROD007,ITEM009228,Chennai_Distribution,Delhi_DC,2025-11-08 21:20:58,2025-11-15 14:20:58,Normal,3.03,7.27,small
ORD009229,PROD012,ITEM009229,Delhi_DC,Bangalore_Hub,2025-10-19 21:20:58,2025-10-23 06:20:58,Fragile,0.18,1.61,small
ORD009230,PROD001,ITEM009230,Nagpur_Distribution,Vadodara_Center,2025-10-07 21:20:58,2025-10-12 02:20:58,Fragile,0.27,0.61,medium
ORD009231,PROD013,ITEM009231,Kolkata_Center,Lucknow_Center,2025-11-04 21:20:58,2025-11-06 01:20:58,Hazardous,0.68,2.87,medium
ORD009232,PROD004,ITEM009232,Kanpur_WH,Vadodara_Center,2025-10-10 21:20:58,2025-10-14 05:20:58,Perishable,0.12,0.6,large
ORD009233,PROD006,ITEM009233,Mumbai_Warehouse,Chandigarh_Facility,2025-10-26 21:20:58,2025-10-28 08:20:58,Hazardous,0.18,0.5,small
ORD009234,PROD005,ITEM009234,Chandigarh_Facility,Chennai_Distribution,2025-09-30 21:20:58,2025-10-04 09:20:58,Hazardous,0.24,1.04,large
ORD009235,PROD007,ITEM009235,Amritsar_DC,Kanpur_WH,2025-10-10 21:20:58,2025-10-13 04:20:58,Perishable,1.37,8.31,small
ORD009236,PROD007,ITEM009236,Delhi_DC,Jaipur_Hub,2025-10-04 21:20:58,2025-10-11 01:20:58,Fragile,4.38,10.23,large
ORD009237,PROD007,ITEM009237,Vadodara_Center,Pune_Facility,2025-11-03 21:20:58,2025-11-05 09:20:58,Perishable,1.69,3.7,small
ORD009238,PROD008,ITEM009238,Vadodara_Center,Pune_Facility,2025-10-30 21:20:58,2025-11-06 15:20:58,Hazardous,0.68,4.96,large
ORD009239,PROD008,ITEM009239,Jaipur_Hub,Chandigarh_Facility,2025-10-14 21:20:58,2025-10-16 01:20:58,Hazardous,0.92,2.79,large
ORD009240,PROD010,ITEM009240,Lucknow_Center,Delhi_DC,2025-11-16 21:20:58,2025-11-18 12:20:58,Perishable,3.51,21.0,medium
ORD009241,PROD006,ITEM009241,Patna_WH,Kolkata_Center,2025-09-23 21:20:58,2025-09-29 19:20:58,Normal,0.09,0.6,small
ORD009242,PROD014,ITEM009242,Hyderabad_WH,Pune_Facility,2025-09-27 21:20:58,2025-09-29 04:20:58,Hazardous,0.81,2.89,small
ORD009243,PROD014,ITEM009243,Lucknow_Center,Delhi_DC,2025-09-28 21:20:58,2025-10-03 18:20:58,Hazardous,0.38,2.1,large
ORD009244,PROD007,ITEM009244,Mumbai_Warehouse,Kolkata_Center,2025-10-31 21:20:58,2025-11-06 18:20:58,Perishable,2.27,9.29,small
ORD009245,PROD004,ITEM009245,Delhi_DC,Jaipur_Hub,2025-10-17 21:20:58,2025-10-19 14:20:58,Hazardous,0.16,0.62,large
ORD009246,PROD003,ITEM009246,Bangalore_Hub,Mumbai_Warehouse,2025-10-03 21:20:58,2025-10-05 14:20:58,Hazardous,0.44,2.03,medium
ORD009247,PROD010,ITEM009247,Ranchi_Distribution,Chennai_Distribution,2025-09-27 21:20:58,2025-10-01 01:20:58,Perishable,3.17,7.47,small
ORD009248,PROD003,ITEM009248,Bangalore_Hub,Indore_Facility,2025-10-05 21:20:58,2025-10-10 06:20:58,Perishable,0.28,2.12,small
ORD009249,PROD012,ITEM009249,Vadodara_Center,Ranchi_Distribution,2025-10-20 21:20:58,2025-10-27 21:20:58,Perishable,0.68,1.54,medium
ORD009250,PROD014,ITEM009250,Delhi_DC,Mumbai_Warehouse,2025-10-23 21:20:58,2025-10-26 19:20:58,Normal,0.36,0.85,small
ORD009251,PROD006,ITEM009251,Surat_Hub,Patna_WH,2025-10-09 21:20:58,2025-10-11 16:20:58,Normal,0.21,1.0,large
ORD009252,PROD004,ITEM009252,Amritsar_DC,Hyderabad_WH,2025-09-24 21:20:58,2025-10-01 21:20:58,Hazardous,0.14,0.74,small
ORD009253,PROD001,ITEM009253,Jaipur_Hub,Patna_WH,2025-10-19 21:20:58,2025-10-21 01:20:58,Perishable,0.09,0.77,medium
ORD009254,PROD015,ITEM009254,Amritsar_DC,Indore_Facility,2025-10-28 21:20:58,2025-10-31 05:20:58,Fragile,0.17,0.5,large
ORD009255,PROD003,ITEM009255,Bangalore_Hub,Kolkata_Center,2025-10-02 21:20:58,2025-10-07 08:20:58,Normal,0.71,1.59,small
ORD009256,PROD008,ITEM009256,Patna_WH,Chandigarh_Facility,2025-09-28 21:20:58,2025-09-29 23:20:58,Hazardous,0.75,1.55,large
ORD009257,PROD006,ITEM009257,Jaipur_Hub,Lucknow_Center,2025-11-13 21:20:58,2025-11-19 02:20:58,Perishable,0.32,1.21,small
ORD009258,PROD005,ITEM009258,Mumbai_Warehouse,Jaipur_Hub,2025-11-16 21:20:58,2025-11-23 15:20:58,Hazardous,0.3,0.87,large
ORD009259,PROD006,ITEM009259,Ahmedabad_DC,Chennai_Distribution,2025-10-03 21:20:58,2025-10-05 08:20:58,Perishable,0.23,1.5,large
ORD009260,PROD010,ITEM009260,Lucknow_Center,Ahmedabad_DC,2025-11-02 21:20:58,2025-11-05 02:20:58,Perishable,2.97,21.14,large
ORD009261,PROD006,ITEM009261,Nagpur_Distribution,Jaipur_Hub,2025-10-11 21:20:58,2025-10-15 20:20:58,Normal,0.18,1.68,small
ORD009262,PROD013,ITEM009262,Chandigarh_Facility,Kanpur_WH,2025-11-09 21:20:58,2025-11-16 03:20:58,Perishable,1.83,6.1,large
ORD009263,PROD003,ITEM009263,Delhi_DC,Vadodara_Center,2025-10-26 21:20:58,2025-10-28 12:20:58,Fragile,0.95,2.08,small
ORD009264,PROD003,ITEM009264,Ahmedabad_DC,Mumbai_Warehouse,2025-11-14 21:20:58,2025-11-20 07:20:58,Normal,0.34,1.94,small
ORD009265,PROD013,ITEM009265,Kanpur_WH,Pune_Facility,2025-09-27 21:20:58,2025-10-04 07:20:58,Normal,1.51,3.62,large
ORD009266,PROD010,ITEM009266,Pune_Facility,Lucknow_Center,2025-10-19 21:20:58,2025-10-26 08:20:58,Fragile,4.42,10.34,medium
ORD009267,PROD007,ITEM009267,Ahmedabad_DC,Kolkata_Center,2025-10-24 21:20:58,2025-10-26 18:20:58,Normal,2.71,14.71,small
ORD009268,PROD007,ITEM009268,Chennai_Distribution,Ranchi_Distribution,2025-11-06 21:20:58,2025-11-07 22:20:58,Fragile,5.03,12.05,small
ORD009269,PROD002,ITEM009269,Nagpur_Distribution,Kanpur_WH,2025-11-02 21:20:58,2025-11-04 09:20:58,Perishable,2.72,6.75,large
ORD009270,PROD003,ITEM009270,Hyderabad_WH,Kanpur_WH,2025-09-28 21:20:58,2025-10-04 05:20:58,Normal,0.34,0.98,medium
ORD009271,PROD004,ITEM009271,Vadodara_Center,Mumbai_Warehouse,2025-10-30 21:20:58,2025-11-04 11:20:58,Hazardous,0.06,0.43,medium
ORD009272,PROD015,ITEM009272,Kolkata_Center,Patna_WH,2025-11-01 21:20:58,2025-11-04 12:20:58,Normal,0.13,0.87,large
ORD009273,PROD013,ITEM009273,Chandigarh_Facility,Nagpur_Distribution,2025-10-17 21:20:58,2025-10-22 15:20:58,Normal,3.16,7.63,medium
ORD009274,PROD005,ITEM009274,Chandigarh_Facility,Mumbai_Warehouse,2025-10-28 21:20:58,2025-11-01 16:20:58,Hazardous,0.12,1.04,medium
ORD009275,PROD012,ITEM009275,Vadodara_Center,Ranchi_Distribution,2025-09-25 21:20:58,2025-09-28 10:20:58,Perishable,0.54,2.43,large
ORD009276,PROD002,ITEM009276,Bhopal_DC,Indore_Facility,2025-09-19 21:20:58,2025-09-22 00:20:58,Normal,2.98,6.66,medium
